GrainID,Area,Diameter,GSAR,MAO,Schmid_Factor,Taylor_Factor,Num_Neighbors,Sector1_Phase,Sector2_Phase,Sector3_Phase,Sector4_Phase,Sector5_Phase,Sector6_Phase,Sector7_Phase,Sector8_Phase,Surrounding_Ferrite,Surrounding_Martensite,Surrounding_RA,Sector1_TF,Sector2_TF,Sector3_TF,Sector4_TF,Sector5_TF,Sector6_TF,Sector7_TF,Sector8_TF
75,0.0768,0.31,0.47,121,0.490840297017472,2.4036,3,3,3,3,2,2,2,2,2,0.8,0.2,0,2.07356,2.07356,2.07356,2.986,2.88683,2.986,2.986,2.88683
77,0.288,0.61,0.42,114.4,0.489675420570718,2.32576,4,3,2,2,3,3,2,2,3,0.944347826086957,0.0556521739130435,0,2.91704,2.09995,2.09995,2.91704,3.07213,3.00629,3.00629,3.07213
81,0.0768,0.31,0.47,108.4,0.497647458046428,3.34782,1,2,2,2,2,2,2,2,2,1,0,0,2.84865,2.84865,2.84865,2.84865,2.84865,2.84865,2.84865,2.84865
84,0.1408,0.42,0.52,60.3,0.493099916905826,2.37435,4,2,2,2,3,2,3,3,3,0.246405061673164,0.753594938326836,0,2.54167,2.54167,3.01334,3.11668,3.01334,3.11668,3.11668,3.00131
86,0.128,0.4,0.23,63.4,0.464736536022386,3.12806,3,2,2,2,2,2,2,2,2,0.964493623747929,0,0.035506376252071,2.86078,2.86078,2.93844,2.86078,2.93844,2.86078,2.93844,2.93844
93,0.0832,0.33,0.4,141.3,0.489494563688485,2.39652,2,3,2,2,3,2,3,3,3,0.0905575748201995,0.909442425179801,0,2.24022,2.93443,2.93443,2.24022,2.93443,2.24022,2.24022,2.24022
97,0.6592,0.92,0.4,51.8,0.498849102994194,3.39099,3,2,2,2,2,2,2,3,3,0.994160812272721,0.00583918772727865,0,2.9352,2.9352,2.84865,2.9352,2.84865,2.9352,2.86678,2.86678
98,0.8576,1.04,0.61,118.1,0.493706697107775,2.33544,6,2,2,2,2,2,2,2,2,1,0,0,2.93599,3.00629,3.00629,2.96672,3.00629,2.96672,2.96672,2.96672
99,0.6656,0.92,0.34,114,0.498512109752448,3.34535,3,2,2,2,3,2,3,3,2,0.984222389181067,0.0157776108189331,0,2.9352,2.9352,2.9352,2.90632,2.9352,2.90632,2.90632,2.46629
101,0.0512,0.26,0.4,111.8,0.488130652888892,2.38907,2,2,2,2,2,2,2,2,2,1,0,0,2.90473,2.96672,2.96672,2.90473,2.96672,2.90473,2.96672,2.96672
102,0.3648,0.68,0.55,45,0.496782073961631,3.33472,2,2,2,2,2,2,2,2,2,1,0,0,2.9352,2.9352,2.9352,2.9352,2.9352,2.46629,2.46629,2.46629
105,0.2368,0.55,0.46,73.3,0.49836614263696,3.35789,3,2,2,2,2,2,2,2,2,1,0,0,2.84865,2.84865,2.84865,2.84865,2.84865,3.08493,3.08493,3.08493
111,0.0384,0.22,0.45,116.6,0.487938167854925,2.32686,3,2,2,2,2,3,2,2,3,0.988063127690101,0.0119368723098996,0,3.00629,3.00629,3.00629,2.09933,2.9535,2.09933,2.09933,2.9535
113,0.0448,0.24,0.38,126.9,0.365101557683793,3.29264,4,3,2,2,3,2,2,2,2,0.988362334247189,0.0116376657528115,0,2.9535,3.00629,3.00629,2.9535,3.00629,2.09933,2.09933,3.00629
115,0.0448,0.24,0.53,63.4,0.488939702542511,3.35753,3,2,2,2,2,2,2,2,2,0.984222389181067,0.0157776108189331,0,2.9352,2.9352,2.9352,2.9352,2.9352,2.46629,2.46629,2.46629
120,0.0704,0.3,0.41,121,0.498312008150736,3.36194,2,2,2,2,2,2,2,2,2,1,0,0,2.84865,2.84865,2.84865,2.84865,2.84865,3.08493,3.08493,3.08493
125,0.128,0.4,0.35,18.4,0.498021439823519,3.35639,1,2,2,2,2,2,2,2,2,1,0,0,2.46629,2.46629,2.46629,2.46629,2.46629,2.46629,2.46629,2.46629
127,0.4544,0.76,0.37,149,0.49197149012275,2.34347,1,3,3,3,3,3,3,3,3,0,1,0,2.24022,2.24022,2.24022,2.24022,2.24022,2.24022,2.24022,2.24022
130,0.032,0.2,0.41,26.6,0.498704335224819,3.37734,1,2,2,2,2,2,2,2,2,1,0,0,2.46629,2.46629,2.46629,2.46629,2.46629,2.46629,2.46629,2.46629
139,0.1728,0.47,0.54,29.7,0.492778761477787,2.3835,4,2,3,3,2,2,2,2,2,0.659408663763466,0.336924134769654,0.00366720146688059,2.96672,2.24022,2.24022,2.96672,2.80696,2.80696,2.80696,2.80696
140,0.064,0.29,0.43,31,0.496132482694205,2.34986,4,3,2,2,2,2,2,2,2,0.894498962944618,0.105501037055382,0,2.07816,2.96672,2.96672,3.07836,2.96672,3.07836,3.07836,2.96672
143,0.096,0.35,0.36,164.1,0.471740613856677,2.37561,4,2,3,3,2,3,2,2,2,0.5674244096226,0.4325755903774,0,2.80696,2.24022,2.24022,2.80696,2.24022,2.80696,2.80696,2.80696
144,0.128,0.4,0.46,156.8,0.469129522194117,2.41557,3,1,3,3,1,2,2,2,2,0.549072660489442,0.444397418262618,0.00652992124794051,2.3835,2.24022,2.24022,2.3835,2.80696,2.80696,2.80696,2.80696
145,0.128,0.4,0.38,104,0.469290212972062,2.46103,4,2,3,3,2,2,2,2,2,0.990298478269374,0.0097015217306263,0,3.07836,3.00552,3.00552,3.07836,2.80696,3.07836,2.80696,2.80696
152,0.0384,0.22,0.42,153.4,0.494454982089838,3.30422,2,2,2,2,2,3,2,3,3,0.99537037037037,0.00462962962962963,0,2.46629,2.46629,2.46629,2.46629,2.75674,2.46629,2.75674,2.75674
156,0.0448,0.24,0.49,63.4,0.498314026704565,3.35968,3,2,2,2,3,2,3,3,2,0.998579293198366,0.00142070680163381,0,3.08493,3.08493,3.08493,2.96114,3.08493,2.96114,2.96114,3.08493
162,0.4672,0.77,0.43,156.8,0.468354531077681,2.44428,4,2,2,2,2,2,2,2,2,1,0,0,3.02998,3.02998,2.81803,2.68265,2.81803,2.80696,2.80696,2.81803
163,0.2368,0.55,0.42,158.2,0.46424693420695,2.50599,3,2,2,2,2,2,2,2,2,1,0,0,3.02998,3.02998,3.02998,3.02998,2.80696,2.80696,2.80696,2.80696
165,0.1664,0.46,0.22,166,0.467846481259704,2.43033,2,2,2,2,2,2,2,2,2,1,0,0,3.02998,3.02998,3.02998,2.93328,3.02998,2.93328,2.93328,3.02998
166,0.0832,0.33,0.51,135,0.484127011145727,3.02811,3,2,2,2,2,2,2,2,2,1,0,0,3.08493,3.08493,2.79148,3.08493,2.31475,2.31475,2.31475,2.31475
173,0.1216,0.39,0.49,56.3,0.447336821595955,2.6203,4,2,2,2,2,2,2,2,2,1,0,0,3.07836,3.07836,3.02998,3.07836,2.93328,2.29515,2.29515,2.29515
180,0.064,0.29,0.4,121,0.494236354884958,3.02548,4,3,2,2,3,2,2,2,2,0.984474241354975,0.0155257586450247,0,2.71207,3.14377,3.14377,2.71207,2.31475,2.31475,2.31475,2.31475
185,0.4096,0.72,0.48,111,0.459371249433626,2.80094,5,2,2,2,2,2,2,2,2,0.997006793176423,0.00299320682357618,0,2.80696,2.80696,3.04216,2.80696,3.04216,2.7391,2.80234,3.04216
188,0.0832,0.33,0.36,116.6,0.432023985461573,3.06182,3,2,2,2,2,2,2,2,2,1,0,0,3.14376,2.23758,2.23758,3.14376,3.26186,3.26186,3.26186,3.26186
194,0.0384,0.22,0.45,26.6,0.481445259524192,3.01884,3,2,2,2,2,2,2,2,2,1,0,0,2.80696,2.80696,2.80696,2.80696,2.80696,2.29515,2.29515,2.29515
200,0.768,0.99,0.51,13.2,0.356995607883846,3.25247,3,2,2,2,2,2,2,2,2,1,0,0,3.26186,3.26186,3.26186,2.66847,3.26186,2.66847,2.66847,2.18938
201,0.4672,0.77,0.57,18.4,0.359648436661244,3.26792,2,2,2,2,2,2,2,2,2,1,0,0,3.26186,3.26186,3.26186,3.26186,2.18938,2.18938,2.18938,2.18938
206,0.5568,0.84,0.54,59.7,0.487667935877598,2.2886,5,3,3,3,3,3,3,3,3,0,1,0,3.04456,3.04456,2.89104,3.0713,2.89104,3.0713,2.89104,2.89104
208,0.0896,0.34,0.44,116.6,0.491831479130227,3.02682,1,2,2,2,2,2,2,2,2,1,0,0,2.31475,2.31475,2.31475,2.31475,2.31475,2.31475,2.31475,2.31475
212,0.2432,0.56,0.27,81.9,0.464675594067289,2.50723,2,2,2,2,2,2,2,2,2,1,0,0,3.04216,3.04216,3.04216,3.04216,2.41266,3.04216,2.41266,2.41266
215,0.1536,0.44,0.29,78.7,0.491271809120651,3.04508,2,2,2,2,2,3,2,3,3,0.72795913835221,0.27204086164779,0,2.31475,2.31475,2.31475,2.31475,2.6303,2.31475,2.6303,2.6303
217,0.0512,0.26,0.48,101.3,0.464816998084961,2.52216,1,2,2,2,2,2,2,2,2,1,0,0,3.04216,3.04216,3.04216,3.04216,3.04216,3.04216,3.04216,3.04216
218,0.1344,0.41,0.53,56.3,0.326184377971917,3.23655,6,2,3,3,2,3,2,3,3,0.638341398721765,0.361658601278235,0,3.26186,3.0713,3.0713,3.26186,2.89104,2.18938,2.89104,2.89104
224,0.032,0.2,0.36,63.4,0.486516129468071,2.31467,2,3,3,3,3,3,3,3,3,0,1,0,2.89104,2.89104,2.89104,2.89104,2.24217,2.89104,2.24217,2.24217
226,0.1024,0.36,0.29,159.4,0.487456803292533,2.61819,2,3,3,3,3,3,3,3,3,0,1,0,2.63994,2.63994,2.63994,2.6303,2.6303,2.6303,2.6303,2.6303
228,0.1472,0.43,0.39,69.4,0.462030821854046,2.5456,1,2,2,2,2,2,2,2,2,1,0,0,3.04216,3.04216,3.04216,3.04216,3.04216,3.04216,3.04216,3.04216
229,0.128,0.4,0.48,146.3,0.49029740595945,3.00289,2,2,2,2,2,3,2,3,3,0.72795913835221,0.27204086164779,0,2.31475,2.31475,2.31475,2.31475,2.6303,2.31475,2.6303,2.6303
230,0.0768,0.31,0.29,66.8,0.488535281876347,2.28051,2,3,3,3,3,3,3,3,3,0,1,0,2.89104,2.89104,2.24217,2.89104,2.24217,2.89104,2.89104,2.24217
