GrainID,Area,Diameter,GSAR,MAO,Schmid_Factor,Taylor_Factor,Num_Neighbors,Sector1_Phase,Sector2_Phase,Sector3_Phase,Sector4_Phase,Sector5_Phase,Sector6_Phase,Sector7_Phase,Sector8_Phase,Surrounding_Ferrite,Surrounding_Martensite,Surrounding_RA,Sector1_TF,Sector2_TF,Sector3_TF,Sector4_TF,Sector5_TF,Sector6_TF,Sector7_TF,Sector8_TF
65,0.0512,0.26,0.41,68.2,0.46222237162695,3.39578,4,3,3,3,2,2,2,2,2,0.667477696674777,0.332522303325223,0,3.10646,3.10646,3.10646,2.74404,2.74404,2.74404,2.74404,2.74404
71,0.192,0.49,0.43,58,0.487511027152033,3.31824,3,3,3,2,3,2,2,2,2,0.937280792242624,0.0627192077573757,0,3.10246,3.10246,2.68211,3.10246,2.68211,2.74404,2.74404,2.68211
74,0.032,0.2,0.41,26.6,0.455118575040821,2.92829,2,2,2,2,2,2,2,2,2,1,0,0,2.70382,2.70382,2.70382,2.70382,2.70382,2.66746,2.66746,2.66746
83,0.064,0.29,0.55,53.1,0.46541677583226,3.35776,3,2,2,2,3,2,3,2,2,0.993670746983715,0.00632925301628464,0,2.66746,2.66746,2.99503,2.71727,2.99503,2.71727,2.99503,2.99503
89,0.0448,0.24,0.49,153.4,0.440178121168731,3.44607,3,3,3,3,3,3,3,3,3,0,1,0,2.27042,2.27042,2.17661,2.27042,2.17661,3.04871,2.17661,2.17661
93,0.1856,0.49,0.63,66.8,0.462908615137446,2.926,4,2,2,2,2,2,2,2,2,0.985323862834564,0.0146761371654358,0,2.59724,2.70382,2.70382,2.75134,2.70382,2.75134,2.75134,2.70382
94,0.0832,0.33,0.51,59,0.454451568169256,2.94444,3,2,3,3,2,2,2,2,2,0.994314255819004,0.00568574418099619,0,2.64399,2.71727,2.71727,2.64399,2.99503,2.64399,2.99503,2.99503
97,0.1024,0.36,0.62,121,0.471287089029239,3.31824,3,2,2,2,2,2,2,2,2,0.928697369349037,0.0713026306509627,0,2.98036,2.98036,2.74404,2.98036,2.74404,2.74404,2.74404,2.74404
98,2.048,1.61,0.48,161,0.430697751367193,3.41861,8,3,3,3,2,3,2,3,3,0.248422140078449,0.751577859921551,0,3.04871,3.04871,2.17661,2.92813,2.17661,2.92813,2.96249,2.96249
104,0.1024,0.36,0.33,129.8,0.491327966116804,3.34451,2,2,2,2,2,2,2,2,2,1,0,0,2.68211,2.52429,2.52429,2.68211,2.52429,2.68211,2.68211,2.52429
106,0.0896,0.34,0.23,66,0.466692300019463,3.33108,2,2,2,2,2,2,2,2,2,1,0,0,2.98036,2.98036,2.98036,2.99503,2.98036,2.99503,2.99503,2.99503
107,0.0512,0.26,0.41,68.2,0.495172439051588,3.23043,1,2,2,2,2,2,2,2,2,1,0,0,2.74404,2.74404,2.74404,2.74404,2.74404,2.74404,2.74404,2.74404
118,0.6848,0.93,0.44,26.6,0.44384856296948,2.81155,4,3,2,2,3,2,2,2,2,0.971701950796767,0.0282980492032331,0,2.86933,2.64399,2.64399,2.86933,2.80882,2.67801,2.80882,2.80882
119,0.5696,0.85,0.34,102.5,0.490925524684255,3.30731,3,2,2,2,3,2,3,3,3,0.94515852613539,0.0548414738646101,0,2.74404,2.74404,2.74404,3.01033,2.74404,3.01033,2.92647,2.92647
120,0.064,0.29,0.53,11.3,0.432868551028599,3.38674,2,3,3,3,3,2,3,2,2,0.421664626682987,0.578335373317013,0,2.17661,2.17661,2.17661,2.17661,2.15706,2.17661,2.15706,2.15706
121,0.0576,0.27,0.33,108.4,0.49065493617687,3.3607,1,2,2,2,2,2,2,2,2,1,0,0,2.74404,2.74404,2.74404,2.74404,2.74404,2.74404,2.74404,2.74404
123,0.2048,0.51,0.32,110,0.445575618341991,2.78949,3,3,3,2,3,2,2,2,2,0.997882633180903,0.00211736681909747,0,2.70287,2.70287,2.44668,2.70287,2.44668,2.44668,2.44668,2.44668
125,0.3008,0.62,0.66,18.4,0.442209813842448,2.79564,6,3,3,3,2,2,2,2,2,0.75386943768333,0.24613056231667,0,2.17661,2.17661,2.86933,2.15706,2.80882,2.15706,2.39672,2.80882
131,0.3776,0.69,0.44,61.4,0.43280834523247,3.40046,7,2,2,3,3,3,3,3,3,0.145054377457029,0.854945622542971,0,2.92813,2.92813,2.13447,2.92274,2.96249,2.92274,2.96249,2.96249
133,0.2496,0.56,0.41,123.7,0.495138778682618,2.36759,5,2,2,2,2,2,1,2,2,0.94859006330328,0.0329944369844619,0.0184154997122578,2.74404,2.74404,2.74404,2.74404,3.09929,3.37072,3.09929,3.09929
136,0.1152,0.38,0.41,60.3,0.473188410583094,3.29116,6,2,2,2,3,3,1,3,3,0.95721362500548,0.0410328350357284,0.00175353995879181,2.99503,2.74404,2.74404,2.97545,3.01033,2.98095,2.92647,2.92647
140,0.608,0.88,0.19,83.9,0.444936687850976,2.76267,3,2,2,2,2,3,2,2,2,0.997647923557516,0.00235207644248438,0,2.80882,2.80882,2.80882,2.80882,2.7152,2.44668,2.44668,2.44668
141,0.032,0.2,0.4,135,0.395894870821129,2.98095,3,2,2,1,2,1,2,2,1,0.966376463524467,0.0163314320024017,0.0172921044731312,2.99503,2.99503,3.29116,2.99503,3.29116,2.99503,2.99503,3.29116
143,0.128,0.4,0.61,38.7,0.447756055687774,2.77104,5,2,3,2,3,2,3,2,2,0.495513310822156,0.504486689177845,0,2.15706,2.60629,2.39672,2.96249,2.39672,2.96249,2.61575,2.61575
147,0.1152,0.38,0.46,135,0.495274456063204,2.3747,2,3,2,2,3,2,3,3,2,0.951719209084412,0.048280790915588,0,2.22946,3.09929,3.09929,2.22946,3.09929,2.22946,2.22946,3.09929
149,0.3584,0.68,0.49,160,0.431048208343787,3.41322,2,3,3,3,3,3,3,3,3,0,1,0,2.12671,2.96249,2.96249,2.12671,2.96249,2.12671,2.96249,2.96249
151,0.3072,0.63,0.46,142.1,0.489200950722571,3.37072,5,3,3,2,2,2,2,2,2,0.859402460456942,0.0967311072056239,0.0438664323374341,3.09164,3.09164,3.09929,3.1175,3.09929,3.1175,3.1175,3.09929
153,0.0512,0.26,0.43,53.1,0.416968850817302,2.85383,3,2,2,2,2,2,2,2,2,1,0,0,2.39672,2.80882,2.80882,2.61575,2.80882,2.61575,2.61575,2.80882
158,0.0512,0.26,0.43,36.9,0.467775271084841,3.37765,3,2,2,2,2,3,2,3,3,0.997126264742861,0.00287373525713944,0,2.80882,2.80882,2.80882,2.80882,2.74823,2.80882,2.74823,2.74823
160,0.0832,0.33,0.54,158.2,0.465413623728791,3.35925,3,2,2,2,2,3,3,3,3,0.938429246108099,0.0615707538919014,0,2.99503,2.99503,2.99503,2.99503,2.92199,2.74823,2.92199,2.92199
162,0.1408,0.42,0.36,71.6,0.432948342093618,2.8145,3,2,2,2,2,2,2,2,2,0.990384615384615,0.00961538461538462,0,2.80882,2.80882,2.80882,2.61575,2.80882,2.61575,2.61575,2.80882
165,0.1344,0.41,0.42,150.3,0.495343851328774,2.37916,5,2,2,3,2,3,3,3,1,0.827293754818813,0.148033924441018,0.0246723207401696,2.99503,2.99503,2.92647,2.99503,2.55367,2.92199,2.92199,3.33909
169,0.0576,0.27,0.41,11.3,0.488472578588939,3.36473,3,3,3,3,3,2,2,2,2,0.983554263840647,0.0164457361593535,0,3.17694,3.17694,3.17694,3.17694,2.5977,2.5977,2.5977,2.5977
170,0.192,0.49,0.47,116.6,0.491778957401041,3.33909,4,1,3,3,3,3,3,3,1,0,0.64,0.36,2.37916,2.55367,2.55367,2.92199,2.55367,2.92199,2.92199,2.3762
174,0.0384,0.22,0.43,153.4,0.430608004936859,3.40707,3,3,3,3,3,2,3,2,2,0.275741710296684,0.724258289703316,0,2.96249,2.96249,2.96249,2.96249,2.61575,2.15827,2.61575,2.61575
175,1.158,1.21,0.26,67.5,0.444754269414605,2.75646,3,2,2,2,2,2,2,2,2,1,0,0,2.80882,2.71273,2.71273,2.44668,2.71273,2.44668,2.44668,2.44668
176,0.064,0.29,0.4,45,0.452087402373494,2.79883,2,2,3,3,2,3,2,2,3,0.981398953691145,0.0186010463088549,0,2.44668,2.92199,2.92199,2.44668,2.92199,2.44668,2.44668,2.92199
177,0.2112,0.52,0.32,127.9,0.498489652897797,2.3762,5,3,2,2,3,2,2,2,2,0.970993223119092,0.0221004014330729,0.00690637544783528,2.92199,3.09929,3.09929,2.92199,2.5977,2.5977,2.5977,2.5977
178,0.0576,0.27,0.57,26.6,0.43530567881171,2.83161,2,2,2,2,2,2,2,2,2,1,0,0,2.80882,2.80882,2.80882,2.80882,2.80882,2.80882,2.80882,2.80882
179,0.128,0.4,0.49,56.3,0.493554058733631,3.29522,2,2,2,2,2,2,2,2,2,1,0,0,3.09929,3.09929,3.09929,2.5977,2.5977,2.5977,2.5977,2.5977
181,0.3008,0.62,0.36,107.1,0.445779401445921,2.886,2,2,2,2,2,2,2,2,2,1,0,0,2.80882,2.80882,2.80882,2.44668,2.44668,2.44668,2.44668,2.44668
187,0.8576,1.04,0.44,99,0.454910381951902,2.8293,4,3,3,3,2,2,2,2,2,0.991112921441928,0.0088870785580715,0,2.92199,2.92199,2.92199,2.44668,2.5977,2.44668,2.74132,2.5977
191,0.0384,0.22,0.37,68.2,0.453980199870826,2.75946,3,3,3,3,2,2,2,2,2,0.998436339470701,0.00156366052929909,0,2.7285,2.7285,2.7285,2.80709,2.44668,2.80709,2.80709,2.44668
192,0.1728,0.47,0.28,10.3,0.433443205860881,3.24343,6,3,3,3,2,3,2,2,3,0.920528225566593,0.0794717744334067,0,3.10422,3.10422,2.64802,3.18141,3.09813,3.18141,3.18141,3.09813
194,0.2368,0.55,0.33,35,0.449526602314987,2.74884,4,3,2,2,3,2,1,1,2,0.979618671926364,0.012491781722551,0.00788954635108481,2.85166,2.61575,2.61575,2.85166,2.73428,3.30097,3.30097,2.73428
195,0.032,0.2,0.53,123.7,0.490959220674232,3.35445,2,3,3,3,2,2,2,2,2,0.995694294940797,0.00430570505920345,0,2.65592,2.65592,2.65592,2.5977,2.5977,2.5977,2.5977,2.5977
204,0.0512,0.26,0.6,45,0.434463904476524,3.66185,3,3,3,2,3,2,2,2,2,0.967389721939147,0.0326102780608531,0,3.09813,3.09813,2.73428,3.09813,2.73428,3.17031,2.73428,2.73428
206,0.0768,0.31,0.43,18.4,0.463193403765043,3.30097,2,1,1,2,1,2,2,2,2,0.965026289360194,0,0.0349737106398062,2.74884,2.74884,2.73428,2.74884,2.73428,2.73428,2.73428,2.73428
209,0.1024,0.36,0.5,63.4,0.491813656635468,3.33016,3,2,2,2,2,2,1,1,2,0.98025995690554,0,0.0197400430944603,2.74132,2.5977,2.5977,2.74132,2.5977,2.70026,2.70026,2.5977
210,0.4544,0.76,0.38,36.9,0.455046918767101,2.70026,5,2,2,2,2,2,2,2,2,0.997647880335912,0,0.00235211966408791,2.44668,2.74132,2.5977,2.44668,2.5977,2.44668,2.68723,2.68723
212,0.5248,0.82,0.26,98.1,0.456617280669271,2.82646,2,2,2,2,2,2,3,3,3,0.964064105980433,0.0359358940195668,0,2.44668,2.44668,2.44668,2.44668,2.44668,2.94521,2.94521,2.94521
216,1.178,1.22,0.39,68.6,0.488761045390367,3.38925,7,2,2,3,2,3,3,1,2,0.78583781575543,0.196949683393477,0.0172125008510928,2.5977,2.5977,2.26186,2.5977,2.26186,2.6642,2.47089,3.18202
217,0.48,0.78,0.18,50.2,0.449882020793407,2.72231,6,2,2,2,2,3,2,2,3,0.98617349740303,0.0112340333600382,0.00259246923693188,2.44668,2.68723,2.68723,2.44668,2.70889,2.88286,2.88286,2.70889
218,0.3712,0.69,0.57,37.9,0.491182163498089,3.34617,3,3,3,3,3,3,2,2,2,0.121728864694694,0.878271135305306,0,2.26479,2.26186,2.26186,2.26479,2.26186,3.18202,3.18202,3.18202
220,0.128,0.4,0.43,60.3,0.470089415398907,2.76846,2,2,2,2,2,2,2,2,2,1,0,0,2.73428,2.44668,2.44668,2.73428,2.44668,2.73428,2.44668,2.44668
221,0.0768,0.31,0.17,95.7,0.491241352846845,3.34504,2,2,2,2,3,2,3,3,3,0.997986046177084,0.00201395382291592,0,2.5977,2.5977,2.5977,3.07928,2.5977,3.07928,3.07928,3.07928
228,0.0384,0.22,0.43,135,0.488138717632815,3.39611,2,3,3,3,3,3,2,2,2,0.12447186640735,0.87552813359265,0,2.26186,2.26186,2.26186,2.26186,2.26186,3.18202,3.18202,3.18202
230,0.2176,0.53,0.37,100.3,0.454313018113759,2.70682,4,2,2,2,2,2,2,2,2,1,0,0,2.44668,2.44668,2.88286,2.44668,2.88286,2.44668,2.68312,2.68312
231,0.0576,0.27,0.42,59,0.491963066435958,3.33005,4,2,2,2,2,2,2,3,3,0.977508057327025,0.00192004388671741,0.020571898786258,2.68723,2.5977,2.5977,2.68723,2.5977,2.68723,3.08076,3.08076
236,0.096,0.35,0.41,74.1,0.459950584406986,2.76647,1,2,2,2,2,2,2,2,2,1,0,0,2.44668,2.44668,2.44668,2.44668,2.44668,2.44668,2.44668,2.44668
240,0.7488,0.98,0.56,20.6,0.431358355793782,3.64646,3,2,2,2,2,2,2,2,2,1,0,0,3.08686,3.08686,3.08686,2.94027,2.94027,2.94027,2.94027,2.94027
241,0.2368,0.55,0.3,51.3,0.443473182612982,2.79965,6,2,2,2,2,3,2,2,3,0.710154673839946,0.282250089006685,0.00759523715336841,2.47417,2.88286,2.88286,2.68312,2.14611,2.68312,3.08322,2.14611
244,0.5056,0.8,0.41,142.4,0.475444507562625,2.47089,9,3,1,3,2,2,2,2,2,0.526715959821428,0.267857142857143,0.205426897321429,2.6642,3.38925,3.05521,3.13819,2.1897,3.13819,2.1897,2.1897
249,0.1024,0.36,0.57,31,0.491996041577966,3.33118,3,3,3,3,3,3,3,3,3,0,1,0,3.05521,3.05521,3.05521,3.05521,3.16882,2.83715,3.16882,3.16882
257,0.3072,0.63,0.23,167.5,0.438902727814002,3.6561,2,2,3,3,2,3,2,2,2,0.994580613376032,0.00541938662396847,0,2.94027,3.0433,3.0433,2.94027,3.0433,2.94027,2.94027,2.94027
259,0.4416,0.75,0.33,6.7,0.474821817684888,3.31887,4,1,1,2,3,2,2,2,2,0.86614581532824,0.0464617831092059,0.087392401562554,2.47089,2.47089,2.1897,2.04318,2.1897,2.99036,2.99036,2.1897
262,0.1344,0.41,0.54,33.7,0.436530519742529,3.66255,6,3,2,2,3,3,3,2,2,0.942760563380282,0.0572394366197183,0,3.17745,2.95704,2.95704,3.17745,2.68635,3.1858,2.94027,2.94027
263,0.544,0.83,0.32,22.4,0.435101082457035,3.66159,5,2,2,2,3,2,3,3,2,0.991701882443335,0.00829811755666539,0,2.95704,3.08686,3.08686,2.68635,2.94027,3.1349,3.1349,2.94027
265,0.0384,0.22,0.45,45,0.487144546041247,2.9592,3,1,1,3,2,3,2,2,3,0.541501322751323,0.393242945326279,0.0652557319223986,2.79965,2.79965,2.14611,3.08322,2.14611,3.08322,3.08322,2.14611
276,0.4736,0.78,0.37,28.1,0.430404433644702,3.65278,6,2,3,2,2,2,2,3,2,0.984373239172082,0.0156267608279178,0,2.80843,2.91206,2.93728,2.94027,2.93728,2.94027,3.0067,2.88822
284,0.0384,0.22,0.66,123.7,0.432609980448111,3.6388,2,3,3,3,2,2,2,2,2,0.991649269311065,0.00835073068893528,0,3.1349,3.1349,3.1349,2.94027,2.94027,2.94027,2.94027,2.94027
285,0.0512,0.26,0.62,135,0.376064698193835,3.3559,2,2,2,2,2,3,3,3,3,0.934343434343434,0.0656565656565657,0,2.1897,2.1897,2.1897,2.1897,3.09137,3.09137,3.09137,3.09137
289,0.0704,0.3,0.55,36.9,0.367918101857346,3.3303,4,2,2,3,2,3,2,2,2,0.989220284522298,0.0107797154777021,0,2.1897,2.1897,3.09137,2.99036,3.09137,3.05804,3.05804,3.05804
293,0.0704,0.3,0.45,121,0.4381017797888,3.65472,2,2,2,2,2,2,3,3,3,0.928927306561018,0.0710726934389819,0,3.18141,3.18141,3.18141,3.18141,3.18141,3.09966,3.09966,3.09966
294,0.3712,0.69,0.2,40.9,0.481972386097008,2.40673,7,2,2,2,3,2,2,2,3,0.884590459553126,0.115409540446874,0,3.08322,3.10467,3.10467,2.85933,3.10467,2.10864,2.10864,2.98974
296,0.032,0.2,0.53,146.3,0.438277990757098,3.6457,3,2,2,2,2,2,2,2,2,1,0,0,2.93728,2.93728,2.93728,2.88822,2.92279,2.92279,2.92279,2.92279
298,0.3072,0.63,0.5,127.9,0.432122713437288,3.6182,3,2,2,2,2,2,3,3,2,0.949383773808739,0.0506162261912608,0,2.94027,2.94027,3.00165,2.94027,3.00165,3.04892,3.04892,3.00165
299,0.2368,0.55,0.27,77,0.457371680920665,2.58262,3,2,2,2,2,2,2,2,2,0.858854541097532,0.141145458902468,0,2.92279,3.08322,3.08322,2.92279,3.08322,2.92279,2.92279,2.92279
301,0.3392,0.66,0.31,3.8,0.479010655055786,3.41926,4,2,2,2,2,2,2,2,2,1,0,0,3.10467,2.99036,2.99036,3.10467,2.99036,3.10467,2.10872,2.10872
304,0.0768,0.31,0.63,36.9,0.434949941936597,3.63717,4,2,2,2,3,2,3,3,2,0.960866526904263,0.0391334730957372,0,3.18141,3.18141,2.94027,3.09966,2.94027,3.09966,3.09966,2.94027
306,0.1728,0.47,0.44,153.4,0.439053993746217,3.65623,3,2,2,3,2,3,2,2,3,0.805692341044938,0.182415063953668,0.0118925950013937,2.92279,2.92279,2.08948,2.92279,2.08948,2.92279,2.92279,2.08948
312,0.0768,0.31,0.46,121,0.421722563555871,3.52426,5,2,1,1,2,3,2,2,3,0.749258373894761,0.213876328446761,0.0368652976584776,2.92279,3.65623,3.65623,2.92279,2.08948,2.92279,2.92279,2.08948
315,0.1536,0.44,0.28,163.3,0.431778808509768,3.64149,3,2,2,2,2,2,2,2,2,0.959345720184215,0.0406542798157853,0,2.94027,2.94027,2.94027,2.94027,2.92279,2.92279,2.92279,2.92279
317,0.0832,0.33,0.37,116.6,0.435769518836445,3.64938,3,3,1,1,3,3,3,3,3,0,0.950832266325224,0.0491677336747759,3.17169,3.52426,3.52426,3.17169,2.08948,3.17169,3.17169,2.08948
318,0.0576,0.27,0.51,21.8,0.431994188703635,3.64643,1,2,2,2,2,2,2,2,2,1,0,0,2.94027,2.94027,2.94027,2.94027,2.94027,2.94027,2.94027,2.94027
